timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-08T21:36:27,optuna_tuning,71fb2858-1e8b-45f8-80d1-192b98604932,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15165.99621197884,0.5675228952788218,3.742074621056312e-05,45.00541719900001,265.0960080509588,70.0,0.1839999311209745,1.0211245035656162,0.2846324764010097,1.4897569110876014,0.0,Germany,DEU,,,,Linux-5.15.0-160-generic-x86_64-with-glibc2.35,3.14.0,3.0.8,128,AMD EPYC 7662 64-Core Processor,1,4 x NVIDIA A100-SXM4-40GB,9.491,51.2993,1007.5548896789552,machine,N,1.0,0.0
2025-11-08T22:22:55,training_cost_comparison,a598f967-989e-4537-ba24-7e1a060d40e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2755.3114485719707,0.10955443363977355,3.9761179701319676e-05,45.00647757,263.6484007307637,70.0,0.0332595359813014,0.20261428459129505,0.051708365120469724,0.28758218569306615,0.0,Germany,DEU,,,,Linux-5.15.0-160-generic-x86_64-with-glibc2.35,3.14.0,3.0.8,128,AMD EPYC 7662 64-Core Processor,1,4 x NVIDIA A100-SXM4-40GB,9.491,51.2993,1007.5548896789551,machine,N,1.0,0.0
